4DkNq1CLMffXqyoewjT9QBtjAsQf626kJY, "qty" , 50350.27937040,
4DmnD9qxQLfhnm19ydvKHSBzG6dm2j9jSz, "qty" , 0.00000000,
4DmrkwdEbT8erNCYUjK1YCFD12vjSpRs2b, "qty" , 222844.78530000,
4Dp53LzJ3BddtkAnQaeGtxD9JDhsTfJa56, "qty" , 27509.51227955,
4DrtQuLzMpzU2VFT45PkFs44fL4N5LNaJG, "qty" , 0.00000000,
4Dt4UPT5kLncEHsFo164Q89Ki5KAPGR4xJ, "qty" , 0.60000000,
4Du9FTCTbWNRgLAAp4RAoQcCghxs3BYEvU, "qty" , 884.47720000,
4DwRkQKe7fKT6vfxoocsT5JtnCEoiFF1gY, "qty" , 269.67675280,
4DzBR7jpviX4MUhW9nysoryn1aTY5dpShd, "qty" , 12401.50000000,
4E1de3qaxcDjxTZwjpkL75U9yZyF5pf7qd, "qty" , 0.00000000,
4E21j4N5ZTsLrTgnbZxkveCikia5eywSkq, "qty" , 18314.67920000,
4E34c828dFgMZU1KuA4mxnnb1fGovWazvg, "qty" , 79407.46807110,
4E5vNMh6VvuohVV2YEp7TPrD3D8u9vNSA3, "qty" , 10796.50000000,
4E78XkBeYAadfN1vfnmb71CpdMjGTiY2JN, "qty" , 65222.84626640,
4E92RronqaHtn4CedgwQRUyjafQJ5qaMzF, "qty" , 0.00000000,
4EA2aVyj9i1zTbFoeTcBknd88C5ytsEpYU, "qty" , 44450.00000000,
4EDjiPwMUPucQFm1PJgzdirHEeWNynqxRe, "qty" , 84298.00000000,
4EE8AYZL1Z7BhVUgefyyb1qjQ3uTXfvT2J, "qty" , 3500.00000000,
4EKJ9WmkdyMQURy4GwjdWGC2YTLYCKe1qz, "qty" , 10239.03241780,
4ELWfa36hEQDcnemxxXgRLUCrc1QMhm9H1, "qty" , 10.00000000,
4EM7f8PzbKkULbAeXrVZGzEU1AMPu4g8rL, "qty" , 18973.00000000,
4EMpN83E5cp6biG2kBXA2m5ekBykerj82M, "qty" , 19538.96816684,
4EP5uJjnQ3xsVegG98edfavJcMEYRrbcHh, "qty" , 10.00000000,
4EQMwoqhA4A7niyRHMYcpF28DPLhUgqE3E, "qty" , 0.00000000,
4ERJfT1vdUwpmUQUqTYegnx1SRZYaVnmTk, "qty" , 0.00000000,
4EXt82X7xzHSYfFta56Nmiby72CEqm8dDn, "qty" , 3999.00000000,
4Eg1sTqLiFirX674HMqcmUT4Cmjtmuk1xi, "qty" , 24999.47000000,
4EgD6cEN6EhstgtnZypXu55uS59hr7EqTb, "qty" , 87913.40229580,
4EiT4oe3ZojzmeTUKivhX9kK8tZZHzJwxK, "qty" , 0.90000000,
4EmGVazMgeQvZqnWcMPHfwCqNVVSJg9EXF, "qty" , 0.00000000,
4EnMeQqrxziXs6yGDG8JCSvBC7qpbpco91, "qty" , 10098.17000000,
4EqqKGsWKtsH3Nh2EsupHn3RMgTAcBeQho, "qty" , 0.00000000,
4Et8RDqG4A8ga56zGMPACJJ3nWuDi4My4T, "qty" , 0.00000000,
4EtvoGAtwtDBPLzyB1QDE3uRhd9GsxzypU, "qty" , 19000.00000000,
4Eu57g9q5u1dKi7FcrLVyeKZmtRn7qhgX5, "qty" , 16684.15514350,
4EuN3FmZ9pKo2eeeNPXTJ8wrTUHuzdyz5c, "qty" , 0.00000000,
4EvKjpLT3wGHxdUdGTY4HmmyQZNindTBAw, "qty" , 0.00000000,
4EvjYpuP1rJtWMarqSZhrtTRLo7qgyQVkb, "qty" , 26809.84431850,
