HBfhCox4Q4ZCxE78LDXxXTKmVS1b2KkL3p, 10.00000000
HBDk5tNUjtyMvgCoB3f9pDkhRJjrMXssNi, 0.08559566
HHvxgX98Aur7qpfoZWoVBtMzETHzYFLUdd, 0.93000000
HFRTakgepyknCUKrg83faxCtwrEknNrZcY, 0.73737783
HKHfFifjD7WqFANgoYNgNWQPFUuUgXK7G8, 0.15000000
H84bcNm9E7AQdCfzfCavNvbQ5C78wsQrLA, 0.11000000
HHdSFgRECXdGNHZaKm9iWqDLZaEYGX7VhK, 2.46148000
HM7QShfR9EHP5FWY7pzUzwMwxdwjgRGna4, 0.00000000
HRQsHGEoHnT8BXbw1MMnofwNwCDHr2TKFj, 0.00000000
H7qsg7det9dDFJkPFexv8MPbSqcxWcbHzM, 12.50000000
HBMq61FEixvgidTJJ2dmKFsDykgyoaGvCr, 0.00645103
HV1vh9vZ8rVZTx7AbHzuiSbWj4E9cMKZUb, 0.00130866
H93kQ6QSFCkutdapugPgxkudGLj1sKdpxH, 0.00000004
HGny6dZMYma5gR9eqVTCDtKQv9txGdj3bM, 1651961.78833315
H8q4zTtBPhUFZFDx1xUVgBUjnxKriNDHWG, 0.00000000
HEWwHP3TbzfqphcPMizKNqc4AsL6bgqe4a, 0.00000000
HTtFFk3NxspK2yAcb5nKR31kepcUq8ivcg, 0.00000000
HDjJC4sBH8aXdJkQzjLA2w2WJ1Hj6Naadi, 100039323.31540000
HNEjp7tHgoDhZwdoZZZjQxBneDd5WLHsSo, 200000000.00000000
HUACaRCHfHy9n9C32JFLxQKKgAcqs1vvUE, 200000000.00000000
HJ3RdX4yyHa34fmLtPrjpssBrSJwNXNM5K, 150000000.00000000
HHhQwCHa4JAhaqsGt6GNbjBebarTKhV7n1, 4982.41000005
HSM9Gu19r9PJi3vCttSufsU9JQ4EL5jwVG, 0.00000000
HD96DTAZzn8eM3FN7MunyzGoNLfh4frFF6, 0.05900000
H9EtjvP88K51nTSevyNW2p9VkSbuzhwgWQ, 292.21551722
HR6bGuhsPJg3b9zjGbqRUt5Vu4q4jvKv5y, 59.79699401
HJ5utCp9WHUrT7LRW7nXMtnjuhCknz1RCW, 0.01000000
HNGyY78Yu5ixfrBBchXyggscGp3b92tpr2, 5.48000000
H9wZxQXaM1osKna49FTFeLzF8ecqURX2Z5, 2123.42649988
HJUcpWy3xZN5SDJyHwwsFoamGZvu7GXdHL, 2200.00000000
HKkwGFhUnBxZ8p6YCn5eLxoUVxwFkHVCkM, 0.00000000
HKjsX1yRH1cTk3tKNCe95NT25hosKxG6XX, 0.00000000
HA2JFnXVRiJhftVXka5xYpNYZwpnoQCEEp, 0.00000000
HKyxuPrnsQ1nEowTFLKEkNR7NUuxSJ8AuN, 3.98000000
H9jWJ7qSh198SB4toGvgmHRu4ZDkun3PEV, 4.74132700
HAH7rCgmGEUUQ2CpxqDbDkppBai2sB4yjB, 0.00000000
HRa1s4aXKbdNkWFbJDBbjosJkkn6w93csh, 0.00000000
HKCS9rU8ngchLQ1vshEY7XmJCfyrmQc9fY, 0.00000000
HMegL85G7CCDTG4mGaPwpB4wSBSFeRQjzH, 88000.00000000
H7oEZwuZXCZi3dStC6nzP4Yb4tYdDrpzyr, 0.00000000
HR6oxTHQk6VtiYJjr72zJrYD1anBvfmTGp, 0.00000000
HAHNfwfYD27Emm2xmQ6NcRRAJGqLT9RsYp, 0.00000000
HRtuGseCx8S51PehKnhiQhCW4b5FjbfJ8L, 0.62463890
HTdbwHZnTtVgJamfZnM1gvDU6n8DmgfGeb, 2250.00000000
HAV9weMzSd1SWQzWhMxyAAeh5jm13nMZ7V, 0.00000000
HCBgB48kufeQoGv2xgosWBR3u7jbeV7URx, 0.00000000
HStD9u6WkheKAF5JJjDVan3m8KyknDdGtn, 0.00000000
H9wtfUWafMgLwtoZB4nBEwAcJqyKZdTd8A, 123.88000000
HMuy6aJDeJVL8QoGLhwhdYJCakN2gjSAf9, 22027.59746000
HQjKgWEiBYXoY9AkNvRX764gbFz4gy3Dzw, 6489.00000000
HCes5zejd9VCcD97B9y9CWyghMafTgUbcr, 114.34069737
HDa2RU8ihCe2T7dJsJQDm7KkN1JJ2mpLHP, 34.63671214
HKNUC1S3Zr3XJKK1xQp5jLAPd4RYaYEhUe, 0.00000000
HTfyXZYh8pYhzCUgmJD4fgWdB77FUonqHn, 0.00000000
HKdZdCMKEogeiDzysH6Nr2kkJT2n61Nx8K, 0.00000000
H7KnvGHQCmMXVvbQcmBcYJvD9BgCi9MaWq, 0.00000000
HDBo2FDriY6TjqLr1Y2FT2i7YQGDBjuTM7, 5532.58546570
HEXhnugdk6H1y3QhbKtmAJmy5U3NkNnZoS, 0.00000000
H8gDXHjHU8QZMChAfCmtduKrcD19rEab5h, 0.00000000
HNdmuje8ovDHwgrqV6CtmqKfz6f6A1wXLm, 0.10000000
HLjZNb6zKq49HGuWWU7vJEWoCGPVZKm4PR, 0.00000000
HTQRmcgjPExZKBdMqnpsGkTp13u2TDKNeE, 0.00000000
HT21xpVfs3hvEzHSQrvYSt6GnFHUoAYVHT, 0.00000000
HAGKc5m4AqnPnQdhUBrtekH7DK89UaCSx6, 0.00000000
HMGZbSsdzDyRoMFdaBGoLWv7pbYYqGKxt8, 0.00000000
H8PsWkYvSLT1YcUYqf5Ac6CkprZntMJk1F, 4400.00000000
HLErLqBD6vdVi1NDiwVNN5vyv6qv7LzjwF, 0.00000000
HNqjnh8DobcY1ewrwymA7sDrnMiCU3HB8H, 22053.22296000
HPti1az2ADMKXdS2AAhC9hQE6SVBnYAUiu, 0.00000000
H81KwoakEVAF7PaUDECJcHS3QGhWecsr1M, 0.00000000
H9ejNcKQivKj7Dmv2GkqfSmyrChW3P5hFe, 0.00000000
HF9XJEFvomumiFXGjxJzxxssDxX9sGpPP7, 0.00000000
H9AjRFMZyoTFXRiE2U5nc6m7apsiYad7iY, 0.00000000
HJpRa62WhdcuZbxERendfzJKGSx9umXEQ6, 14067.05426000
HQbd1Kj1ynt57QYqU8wUzuBxh3Yarz3J4V, 0.00000000
H6jeFLcNCEzLighhT5XpHSeGrwqhxs49h3, 2210.06664000
HTcK3t9SV3RuYtiZ68MRMV8HfLUPkY6TVC, 0.00000000
HBSFpgTEgWLCAgmHZBxJV3E4vnjVxaY4aH, 0.00000000
HBt5ZrCS1wKDG2J6JgGeT6Ug28tPiGczZ6, 2362.80000000
H7y34rvpmcep1YNSKUAZ3geXhi27Qs1ypX, 0.00000000
