HBfhCox4Q4ZCxE78LDXxXTKmVS1b2KkL3p, "qty" , 0.00000000,
HBDk5tNUjtyMvgCoB3f9pDkhRJjrMXssNi, "qty" , 0.08559566,
HHvxgX98Aur7qpfoZWoVBtMzETHzYFLUdd, "qty" , 0.93000000,
HFRTakgepyknCUKrg83faxCtwrEknNrZcY, "qty" , 0.73737783,
HKHfFifjD7WqFANgoYNgNWQPFUuUgXK7G8, "qty" , 0.15000000,
H84bcNm9E7AQdCfzfCavNvbQ5C78wsQrLA, "qty" , 0.11000000,
HHdSFgRECXdGNHZaKm9iWqDLZaEYGX7VhK, "qty" , 1.86000000,
HM7QShfR9EHP5FWY7pzUzwMwxdwjgRGna4, "qty" , 0.00000000,
HRQsHGEoHnT8BXbw1MMnofwNwCDHr2TKFj, "qty" , 0.00000000,
H7qsg7det9dDFJkPFexv8MPbSqcxWcbHzM, "qty" , 12.50000000,
HBMq61FEixvgidTJJ2dmKFsDykgyoaGvCr, "qty" , 0.00645103,
HV1vh9vZ8rVZTx7AbHzuiSbWj4E9cMKZUb, "qty" , 0.00130866,
H93kQ6QSFCkutdapugPgxkudGLj1sKdpxH, "qty" , 0.00000004,
HGny6dZMYma5gR9eqVTCDtKQv9txGdj3bM, "qty" , 1658197.98833315,
H8q4zTtBPhUFZFDx1xUVgBUjnxKriNDHWG, "qty" , 0.00000000,
HEWwHP3TbzfqphcPMizKNqc4AsL6bgqe4a, "qty" , 0.00000000,
HTtFFk3NxspK2yAcb5nKR31kepcUq8ivcg, "qty" , 0.00000000,
HDjJC4sBH8aXdJkQzjLA2w2WJ1Hj6Naadi, "qty" , 100000344.51540001,
HNEjp7tHgoDhZwdoZZZjQxBneDd5WLHsSo, "qty" , 200000000.00000000,
HUACaRCHfHy9n9C32JFLxQKKgAcqs1vvUE, "qty" , 200000000.00000000,
HJ3RdX4yyHa34fmLtPrjpssBrSJwNXNM5K, "qty" , 150000000.00000000,
HHhQwCHa4JAhaqsGt6GNbjBebarTKhV7n1, "qty" , 4982.41000005,
HSM9Gu19r9PJi3vCttSufsU9JQ4EL5jwVG, "qty" , 0.00000000,
HD96DTAZzn8eM3FN7MunyzGoNLfh4frFF6, "qty" , 0.05900000,
H9EtjvP88K51nTSevyNW2p9VkSbuzhwgWQ, "qty" , 500.72551722,
HR6bGuhsPJg3b9zjGbqRUt5Vu4q4jvKv5y, "qty" , 395.59699401,
HJ5utCp9WHUrT7LRW7nXMtnjuhCknz1RCW, "qty" , 0.01000000,
HNGyY78Yu5ixfrBBchXyggscGp3b92tpr2, "qty" , 5.48000000,
H9wZxQXaM1osKna49FTFeLzF8ecqURX2Z5, "qty" , 2123.42649988,
HJUcpWy3xZN5SDJyHwwsFoamGZvu7GXdHL, "qty" , 2200.00000000,
HKkwGFhUnBxZ8p6YCn5eLxoUVxwFkHVCkM, "qty" , 0.00000000,
HKjsX1yRH1cTk3tKNCe95NT25hosKxG6XX, "qty" , 0.00000000,
HA2JFnXVRiJhftVXka5xYpNYZwpnoQCEEp, "qty" , 0.00000000,
HKyxuPrnsQ1nEowTFLKEkNR7NUuxSJ8AuN, "qty" , 3.98000000,
H9jWJ7qSh198SB4toGvgmHRu4ZDkun3PEV, "qty" , 4.74132700,
HAH7rCgmGEUUQ2CpxqDbDkppBai2sB4yjB, "qty" , 0.00000000,
HRa1s4aXKbdNkWFbJDBbjosJkkn6w93csh, "qty" , 6909.12351688,
HKCS9rU8ngchLQ1vshEY7XmJCfyrmQc9fY, "qty" , 0.00000000,
HMegL85G7CCDTG4mGaPwpB4wSBSFeRQjzH, "qty" , 88000.00000000,
H7oEZwuZXCZi3dStC6nzP4Yb4tYdDrpzyr, "qty" , 0.00000000,
HR6oxTHQk6VtiYJjr72zJrYD1anBvfmTGp, "qty" , 0.00000000,
HAHNfwfYD27Emm2xmQ6NcRRAJGqLT9RsYp, "qty" , 0.00000000,
HRtuGseCx8S51PehKnhiQhCW4b5FjbfJ8L, "qty" , 0.62463890,
HTdbwHZnTtVgJamfZnM1gvDU6n8DmgfGeb, "qty" , 2250.00000000,
HAV9weMzSd1SWQzWhMxyAAeh5jm13nMZ7V, "qty" , 0.00000000,
HCBgB48kufeQoGv2xgosWBR3u7jbeV7URx, "qty" , 0.00000000,
HStD9u6WkheKAF5JJjDVan3m8KyknDdGtn, "qty" , 0.00000000,
H9wtfUWafMgLwtoZB4nBEwAcJqyKZdTd8A, "qty" , 123.88000000,
HMuy6aJDeJVL8QoGLhwhdYJCakN2gjSAf9, "qty" , 22027.59746000,
HQjKgWEiBYXoY9AkNvRX764gbFz4gy3Dzw, "qty" , 6489.00000000,
HCes5zejd9VCcD97B9y9CWyghMafTgUbcr, "qty" , 114.34069737,
HDa2RU8ihCe2T7dJsJQDm7KkN1JJ2mpLHP, "qty" , 34.63671214,
HKNUC1S3Zr3XJKK1xQp5jLAPd4RYaYEhUe, "qty" , 0.00000000,
HTfyXZYh8pYhzCUgmJD4fgWdB77FUonqHn, "qty" , 0.00000000,
HKdZdCMKEogeiDzysH6Nr2kkJT2n61Nx8K, "qty" , 0.00000000,
H7KnvGHQCmMXVvbQcmBcYJvD9BgCi9MaWq, "qty" , 0.00000000,
HDBo2FDriY6TjqLr1Y2FT2i7YQGDBjuTM7, "qty" , 3292.83416000,
HEXhnugdk6H1y3QhbKtmAJmy5U3NkNnZoS, "qty" , 0.00000000,
H8gDXHjHU8QZMChAfCmtduKrcD19rEab5h, "qty" , 0.00000000,
HNdmuje8ovDHwgrqV6CtmqKfz6f6A1wXLm, "qty" , 0.10000000,
HLjZNb6zKq49HGuWWU7vJEWoCGPVZKm4PR, "qty" , 0.00000000,
HTQRmcgjPExZKBdMqnpsGkTp13u2TDKNeE, "qty" , 0.00000000,
HT21xpVfs3hvEzHSQrvYSt6GnFHUoAYVHT, "qty" , 0.00000000,
HAGKc5m4AqnPnQdhUBrtekH7DK89UaCSx6, "qty" , 0.00000000,
HMGZbSsdzDyRoMFdaBGoLWv7pbYYqGKxt8, "qty" , 0.00000000,
H8PsWkYvSLT1YcUYqf5Ac6CkprZntMJk1F, "qty" , 4400.00000000,
HLErLqBD6vdVi1NDiwVNN5vyv6qv7LzjwF, "qty" , 0.00000000,
HNqjnh8DobcY1ewrwymA7sDrnMiCU3HB8H, "qty" , 22053.22296000,
HPti1az2ADMKXdS2AAhC9hQE6SVBnYAUiu, "qty" , 0.00000000,
